offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O008021,H08021,Travelocity,Executive,64.04,128.08,63.93,0.51,0.086,Free,False,False,"Late checkout, Free cancellation",2,64.68,0.25,"[64.11, 63.5, 64.13, 64.93, 64.94, 64.75, 64.91, 65.02, 65.79, 65.39, 65.02, 65.07, 64.91, 64.69, 64.32, 64.16, 63.78, 64.68, 64.54, 64.52, 64.35, 64.68, 64.93, 65.14]",0.0076,2025-07-19T00:10:01.768612
O008022,H08022,Priceline,Double,331.2,331.2,330.88,0.62,0.155,Free,True,False,,1,324.85,17.76,"[330.91, 328.11, 327.32, 327.48, 329.98, 329.37, 327.64, 326.67, 326.91, 327.4, 325.78, 328.67, 326.87, 324.94, 323.61, 325.76, 323.6, 324.68, 323.08, 318.33, 318.62, 316.6, 316.76, 317.38]",0.0057,2025-07-19T00:10:01.768612
O008023,H08023,Expedia,Twin,73.44,367.2,71.63,2.49,0.159,Free,True,False,Free breakfast,5,72.15,0.46,"[73.69, 73.11, 72.61, 72.41, 72.63, 72.54, 72.94, 73.05, 72.25, 71.9, 72.33, 72.3, 72.2, 71.46, 71.0, 71.91, 71.92, 72.07, 72.31, 71.79, 70.85, 71.07, 71.31, 72.04]",0.0064,2025-07-19T00:10:01.768612
O008024,H08024,Priceline,Suite,496.8,993.6,493.12,1.51,0.185,Free,True,True,"Room upgrade, Late checkout",2,493.69,24.59,"[497.92, 499.92, 500.94, 495.22, 497.64, 494.45, 486.8, 485.36, 487.59, 488.37, 487.3, 489.33, 486.77, 487.71, 490.92, 496.52, 496.95, 498.7, 497.04, 495.67, 498.18, 500.64, 493.66, 494.9]",0.005,2025-07-19T00:10:01.768612
O008025,H08025,Agoda,Deluxe,75.24,150.48,70.59,1.71,0.103,Free,False,True,,2,74.57,0.42,"[74.93, 75.87, 76.12, 75.65, 74.94, 74.85, 74.87, 75.12, 74.77, 74.39, 74.64, 74.2, 74.0, 73.62, 73.62, 73.86, 73.76, 74.37, 74.51, 74.57, 74.53, 74.01, 74.31, 74.06]",0.005,2025-07-19T00:10:01.768612
O008026,H08026,Getaroom,Family,501.97,501.97,506.51,2.29,0.179,Non-refundable,False,True,Mobile exclusive,1,497.25,58.45,"[502.32, 498.19, 499.39, 498.29, 489.85, 487.72, 489.22, 480.63, 486.98, 492.68, 498.71, 497.94, 493.48, 500.27, 504.67, 510.74, 509.99, 509.84, 504.76, 501.6, 500.37, 493.39, 493.25, 489.63]",0.0083,2025-07-19T00:10:01.768612
O008027,H08027,Expedia,Single,146.88,440.64,141.93,1.93,0.11,Free,True,False,,3,142.76,4.68,"[146.91, 143.86, 143.4, 143.0, 143.04, 140.82, 140.18, 140.28, 142.08, 141.68, 140.3, 139.56, 139.37, 141.72, 144.2, 147.17, 146.18, 144.82, 144.22, 143.86, 144.19, 141.76, 142.33, 141.22]",0.0075,2025-07-19T00:10:01.768612
O008028,H08028,Kayak,Twin,159.87,159.87,161.08,1.69,0.124,Free,False,True,Mobile exclusive,1,157.28,14.95,"[163.77, 161.67, 156.29, 153.17, 155.77, 156.96, 155.02, 154.21, 159.41, 160.34, 162.87, 163.44, 163.47, 159.56, 157.55, 159.89, 158.66, 154.81, 151.46, 154.03, 154.13, 152.68, 154.4, 151.17]",0.0158,2025-07-19T00:10:01.768612
O008029,H08029,HotelDirect,Single,169.88,339.76,177.22,2.3,0.119,Free,False,False,,2,173.16,11.69,"[165.79, 164.66, 169.81, 172.08, 175.6, 172.8, 176.31, 175.91, 170.57, 168.45, 171.74, 175.25, 175.38, 175.61, 172.51, 174.05, 175.3, 173.26, 170.77, 174.06, 174.39, 177.43, 179.23, 174.84]",0.0239,2025-07-19T00:10:01.768612
O008030,H08030,Kayak,Twin,131.46,131.46,130.83,1.93,0.11,Free,False,True,"Mobile exclusive, Free breakfast",1,131.75,2.87,"[131.83, 131.33, 130.63, 131.38, 130.43, 130.41, 131.52, 133.14, 130.55, 130.76, 131.43, 130.69, 130.4, 128.64, 129.82, 129.74, 132.09, 133.29, 132.2, 133.28, 133.88, 134.98, 134.57, 135.06]",0.01,2025-07-19T00:10:01.768612
O008031,H08031,HotelDirect,Deluxe,237.6,237.6,242.06,2.38,0.099,Free,False,True,"Free parking, Spa discount",1,240.98,27.63,"[241.93, 242.55, 240.42, 238.41, 236.26, 238.54, 238.48, 236.78, 239.22, 236.14, 237.52, 237.78, 236.88, 235.42, 236.15, 237.36, 239.58, 242.43, 239.54, 246.92, 250.71, 251.15, 251.31, 251.99]",0.0134,2025-07-19T00:10:01.768612
O008032,H08032,Otel.com,Executive,146.24,584.96,144.21,2.75,0.121,Non-refundable,True,False,Late checkout,4,143.16,5.83,"[146.58, 143.68, 142.57, 140.65, 139.73, 137.39, 141.29, 142.96, 145.12, 143.78, 145.55, 143.67, 144.16, 144.23, 144.31, 144.42, 143.83, 144.91, 146.63, 145.72, 143.88, 142.66, 138.62, 139.4]",0.0144,2025-07-19T00:10:01.768612
O008033,H08033,Getaroom,Single,90.57,271.71,86.32,0.51,0.128,Free,True,True,"Free cancellation, Mobile exclusive",3,96.67,9.62,"[92.13, 93.26, 96.46, 98.31, 96.75, 99.02, 99.92, 97.63, 99.7, 97.84, 103.74, 102.21, 100.16, 98.56, 95.22, 94.72, 94.93, 95.87, 94.3, 95.77, 94.38, 95.74, 92.81, 90.76]",0.0229,2025-07-19T00:10:01.768612
O008034,H08034,Orbitz,Twin,575.67,1151.34,597.49,1.6,0.167,Free,False,True,,2,579.65,101.14,"[587.04, 587.93, 580.21, 584.02, 579.43, 573.5, 579.09, 574.12, 573.94, 590.21, 589.33, 587.59, 574.8, 563.83, 550.58, 569.88, 567.33, 579.06, 579.27, 582.26, 586.18, 595.54, 581.19, 595.27]",0.0162,2025-07-19T00:10:01.768612
O008035,H08035,Otel.com,Single,233.84,1169.2,234.59,1.71,0.112,Free,True,False,,5,232.41,13.12,"[233.5, 231.72, 230.83, 232.89, 229.59, 225.3, 227.7, 227.6, 226.51, 232.86, 234.49, 234.37, 232.99, 230.59, 234.46, 230.45, 233.55, 237.45, 240.01, 238.29, 236.28, 235.39, 231.25, 229.68]",0.0109,2025-07-19T00:10:01.768612
O008036,H08036,Agoda,Double,171.0,513.0,173.73,2.48,0.115,Non-refundable,False,False,Pay at hotel,3,177.99,8.9,"[171.96, 173.41, 172.93, 173.44, 175.1, 174.84, 177.3, 179.06, 180.59, 180.0, 182.18, 182.2, 180.45, 178.45, 176.75, 179.11, 178.42, 176.74, 177.86, 178.41, 179.68, 179.89, 180.35, 182.57]",0.0089,2025-07-19T00:10:01.768612
O008037,H08037,Getaroom,Deluxe,497.02,497.02,481.22,1.19,0.139,Free,False,True,Room upgrade,1,514.61,483.18,"[495.15, 502.06, 489.26, 503.74, 492.35, 485.18, 478.57, 485.65, 488.01, 494.23, 500.78, 513.9, 524.5, 540.38, 528.12, 530.8, 540.93, 540.25, 539.53, 538.88, 533.92, 528.94, 531.85, 543.62]",0.0171,2025-07-19T00:10:01.768612
O008038,H08038,Agoda,Twin,197.5,197.5,197.25,2.07,0.125,Free,True,False,Pay at hotel,1,193.83,17.11,"[196.22, 193.53, 194.6, 192.73, 191.98, 193.28, 194.47, 198.71, 195.28, 194.48, 188.71, 187.14, 187.75, 192.47, 187.7, 191.58, 190.97, 193.93, 198.96, 197.06, 196.96, 205.24, 198.28, 189.93]",0.0207,2025-07-19T00:10:01.768612
O008039,H08039,Kayak,Executive,56.47,112.94,56.96,0.7,0.178,Partial,True,False,,2,55.95,1.42,"[57.04, 56.59, 56.54, 56.12, 56.57, 56.2, 55.1, 54.75, 54.05, 54.6, 53.14, 54.88, 55.91, 55.55, 54.46, 55.35, 57.6, 56.88, 57.91, 57.83, 55.9, 56.4, 56.54, 56.86]",0.0158,2025-07-19T00:10:01.768612
O008040,H08040,HotelDirect,Twin,158.4,316.8,160.79,0.89,0.183,Partial,True,True,,2,156.39,2.28,"[159.12, 157.51, 156.85, 158.17, 157.76, 157.73, 156.78, 156.21, 156.37, 157.68, 157.48, 157.55, 156.7, 157.44, 156.24, 153.77, 152.87, 154.19, 154.75, 156.03, 156.6, 156.26, 154.16, 155.17]",0.006,2025-07-19T00:10:01.768612
O008041,H08041,Venere,Single,513.89,1541.67,505.48,1.83,0.111,Free,True,False,Kids stay free,3,535.45,252.64,"[511.58, 516.26, 531.95, 537.06, 547.34, 532.69, 523.59, 522.65, 524.04, 537.29, 528.41, 532.53, 527.01, 523.56, 521.59, 531.06, 533.76, 537.54, 532.79, 532.02, 561.39, 562.23, 576.61, 565.97]",0.0224,2025-07-19T00:10:01.768612
O008042,H08042,HotelDirect,Family,121.97,243.94,117.25,2.26,0.111,Free,False,True,"Late checkout, Airport shuttle",2,121.71,4.75,"[120.93, 123.29, 122.26, 120.26, 121.77, 120.68, 117.16, 119.99, 121.95, 119.25, 119.74, 121.12, 119.1, 119.59, 121.09, 121.5, 122.58, 126.36, 122.67, 125.25, 124.77, 121.04, 125.32, 123.45]",0.0205,2025-07-19T00:10:01.768612
O008043,H08043,Otel.com,Single,105.21,210.42,106.22,2.15,0.165,Free,True,True,"Mobile exclusive, Airport shuttle",2,106.6,1.05,"[105.51, 104.39, 105.01, 105.85, 105.45, 105.74, 106.25, 107.5, 107.4, 106.73, 105.76, 107.91, 107.19, 105.49, 107.0, 108.46, 107.83, 107.99, 107.44, 106.29, 107.16, 106.34, 106.79, 106.99]",0.0106,2025-07-19T00:10:01.768612
O008044,H08044,Expedia,Family,151.47,302.94,150.84,2.13,0.081,Non-refundable,True,False,,2,150.25,35.13,"[153.11, 152.12, 153.42, 148.28, 151.62, 148.38, 142.82, 143.79, 143.01, 146.01, 141.83, 141.34, 141.22, 144.86, 146.81, 154.79, 156.75, 155.93, 155.85, 158.77, 159.97, 156.33, 152.68, 156.25]",0.0235,2025-07-19T00:10:01.768612
O008045,H08045,HRS,Deluxe,341.34,2389.38,345.96,1.55,0.136,Free,True,True,Pay at hotel,7,344.75,32.37,"[341.32, 333.91, 331.7, 337.52, 338.74, 342.68, 339.39, 343.49, 342.18, 346.73, 343.03, 342.1, 347.29, 352.27, 348.22, 350.57, 350.82, 348.41, 348.86, 352.78, 352.94, 348.1, 342.89, 348.16]",0.0103,2025-07-19T00:10:01.768612
O008046,H08046,Hotwire,Double,136.37,136.37,136.67,2.04,0.148,Free,True,True,"Airport shuttle, Mobile exclusive",1,132.87,11.15,"[136.2, 136.85, 132.64, 129.87, 127.78, 125.95, 129.51, 130.53, 131.49, 132.79, 132.05, 130.1, 133.3, 134.42, 132.87, 132.05, 134.65, 133.3, 130.04, 131.36, 135.09, 138.5, 136.71, 140.77]",0.0151,2025-07-19T00:10:01.768612
O008047,H08047,Expedia,Suite,100.98,201.96,97.62,1.15,0.195,Free,False,False,Mobile exclusive,2,98.44,3.04,"[99.22, 99.74, 98.71, 99.13, 101.62, 100.57, 99.42, 99.36, 97.43, 96.15, 97.67, 99.07, 97.37, 99.06, 97.38, 95.59, 96.83, 95.25, 95.5, 97.92, 98.21, 99.53, 100.19, 101.57]",0.0112,2025-07-19T00:10:01.768612
O008048,H08048,HRS,Deluxe,377.89,1133.67,392.29,1.68,0.154,Free,True,False,Free WiFi,3,372.74,196.8,"[381.62, 375.96, 370.08, 362.61, 353.49, 354.84, 349.04, 352.4, 365.42, 360.52, 351.98, 364.15, 370.82, 376.88, 384.65, 387.13, 381.25, 396.21, 390.81, 393.06, 383.8, 388.97, 378.28, 371.76]",0.0226,2025-07-19T00:10:01.768612
O008049,H08049,HRS,Suite,148.67,446.01,147.9,0.84,0.086,Free,True,False,Room upgrade,3,142.46,54.04,"[149.08, 145.83, 146.55, 152.96, 150.73, 153.79, 149.94, 149.54, 147.54, 146.96, 145.31, 143.47, 143.83, 145.97, 141.54, 135.75, 132.42, 130.26, 130.49, 129.79, 136.74, 133.93, 137.04, 139.54]",0.0242,2025-07-19T00:10:01.768612
O008050,H08050,Priceline,Suite,99.36,496.8,102.46,1.18,0.157,Free,False,False,"Free cancellation, Airport shuttle",5,100.89,3.79,"[99.08, 97.76, 97.31, 98.71, 97.27, 98.01, 99.66, 99.74, 101.6, 103.08, 100.64, 101.78, 101.52, 100.98, 101.81, 100.6, 101.87, 102.87, 102.48, 103.11, 102.98, 103.3, 102.82, 102.44]",0.0086,2025-07-19T00:10:01.768612
O008051,H08051,HRS,Family,170.72,512.16,169.08,1.64,0.182,Free,False,False,"Room upgrade, Kids stay free",3,167.78,10.58,"[170.32, 166.16, 162.28, 166.41, 171.91, 167.65, 168.16, 165.14, 166.04, 172.83, 169.08, 173.79, 174.51, 170.69, 168.85, 164.73, 164.16, 161.81, 166.5, 167.51, 168.84, 166.68, 165.71, 166.85]",0.0237,2025-07-19T00:10:01.768612
O008052,H08052,Priceline,Deluxe,331.2,993.6,320.88,1.5,0.09,Partial,False,False,Late checkout,3,332.06,18.73,"[334.5, 334.49, 334.49, 338.9, 339.92, 341.33, 337.73, 332.28, 332.16, 325.87, 328.41, 327.88, 327.17, 326.91, 328.58, 329.09, 325.89, 329.17, 330.09, 331.66, 335.04, 334.33, 331.67, 331.83]",0.0092,2025-07-19T00:10:01.768612
O008053,H08053,Travelocity,Deluxe,94.13,94.13,92.03,2.67,0.18,Free,False,True,,1,97.82,1.44,"[94.2, 95.99, 97.52, 97.46, 97.89, 97.32, 97.44, 98.61, 100.03, 98.79, 98.05, 97.2, 98.38, 97.83, 98.5, 97.31, 99.25, 98.92, 98.68, 96.97, 97.43, 99.6, 97.6, 96.62]",0.0133,2025-07-19T00:10:01.768612
O008054,H08054,Getaroom,Family,89.87,629.09,91.7,2.79,0.089,Partial,False,True,,7,86.52,8.35,"[90.23, 91.69, 90.2, 90.1, 90.74, 89.82, 88.9, 87.92, 87.4, 86.71, 86.79, 87.18, 86.92, 85.98, 85.77, 84.17, 84.18, 83.24, 83.61, 82.74, 82.32, 84.0, 82.53, 83.27]",0.0089,2025-07-19T00:10:01.768612
O008055,H08055,Otel.com,Deluxe,146.18,730.9,148.67,1.96,0.108,Free,True,False,"Free WiFi, Spa discount",5,147.89,14.6,"[143.87, 142.08, 140.17, 145.7, 152.83, 150.76, 151.68, 146.57, 149.39, 151.1, 151.53, 155.03, 153.95, 150.25, 145.81, 145.77, 143.76, 146.29, 144.27, 144.87, 146.96, 150.32, 150.53, 145.93]",0.018,2025-07-19T00:10:01.768612
O008056,H08056,Travelocity,Twin,310.89,310.89,325.81,2.87,0.172,Non-refundable,False,True,"Late checkout, Mobile exclusive",1,327.39,150.77,"[313.54, 314.58, 322.62, 336.06, 336.89, 339.97, 342.66, 346.91, 347.77, 346.41, 336.9, 330.72, 329.66, 332.04, 330.41, 328.38, 318.3, 309.07, 305.81, 317.89, 322.13, 318.2, 316.14, 314.2]",0.0197,2025-07-19T00:10:01.768612
O008057,H08057,Hotels.com,Family,282.24,564.48,289.36,2.46,0.105,Free,False,False,"Late checkout, Spa discount",2,286.22,348.08,"[284.0, 292.11, 300.01, 303.2, 302.08, 305.8, 307.65, 298.91, 297.58, 305.49, 300.65, 300.51, 300.51, 297.74, 290.49, 283.04, 278.91, 275.38, 268.77, 260.58, 254.56, 252.31, 253.47, 255.49]",0.0196,2025-07-19T00:10:01.768612
O008058,H08058,Venere,Single,392.71,2356.26,384.41,2.21,0.15,Non-refundable,False,False,Free parking,6,386.56,126.84,"[394.96, 409.33, 391.65, 396.77, 380.92, 363.4, 366.7, 382.64, 384.1, 401.27, 399.39, 389.14, 402.14, 394.62, 392.5, 384.29, 370.46, 379.64, 385.88, 390.96, 379.87, 384.11, 373.2, 379.57]",0.0215,2025-07-19T00:10:01.768612
O008059,H08059,Orbitz,Twin,111.25,111.25,108.34,2.9,0.125,Free,True,False,Free WiFi,1,114.57,9.39,"[115.05, 115.05, 114.15, 111.61, 109.45, 112.11, 113.26, 118.44, 119.3, 119.27, 120.69, 118.1, 118.58, 118.05, 111.82, 112.8, 110.97, 113.76, 112.91, 111.72, 112.84, 113.35, 112.53, 113.76]",0.019,2025-07-19T00:10:01.768612
O008060,H08060,Booking.com,Double,48.0,48.0,46.51,2.86,0.151,Partial,False,True,,1,47.47,1.03,"[48.37, 48.12, 47.11, 45.61, 45.85, 46.18, 46.31, 46.47, 46.8, 46.96, 47.72, 47.67, 48.05, 47.51, 47.49, 49.08, 48.12, 47.18, 46.88, 46.79, 47.95, 48.39, 49.03, 49.63]",0.0151,2025-07-19T00:10:01.768612
O008061,H08061,Orbitz,Deluxe,173.14,519.42,181.67,0.91,0.097,Free,True,False,,3,174.08,22.36,"[172.94, 171.82, 166.11, 173.79, 171.56, 173.31, 172.73, 174.7, 171.8, 170.52, 166.09, 169.79, 168.49, 172.14, 175.16, 172.25, 172.7, 176.02, 179.67, 180.74, 178.66, 184.97, 181.7, 180.33]",0.0203,2025-07-19T00:10:01.768612
O008062,H08062,Hotwire,Executive,84.21,84.21,84.67,1.54,0.143,Free,False,True,"Spa discount, Free WiFi",1,83.09,0.86,"[83.75, 84.86, 85.28, 85.01, 83.89, 83.79, 82.67, 82.22, 82.73, 82.66, 83.21, 83.82, 82.63, 82.98, 82.87, 82.42, 82.41, 82.16, 83.1, 82.5, 82.42, 81.74, 82.07, 82.99]",0.0071,2025-07-19T00:10:01.768612
O008063,H08063,Hotels.com,Suite,126.13,252.26,129.75,1.8,0.149,Free,False,False,"Room upgrade, Mobile exclusive",2,122.91,20.79,"[123.89, 123.55, 126.89, 121.76, 123.92, 124.63, 123.33, 126.45, 129.88, 133.22, 126.86, 129.09, 124.0, 122.89, 121.04, 122.15, 122.8, 121.44, 122.14, 116.38, 114.16, 115.27, 118.04, 116.15]",0.0223,2025-07-19T00:10:01.768612
O008064,H08064,Hotwire,Deluxe,70.24,210.72,69.06,2.58,0.089,Free,True,True,Free breakfast,3,68.74,1.04,"[70.01, 70.46, 70.38, 69.92, 70.19, 69.97, 70.27, 68.82, 68.91, 68.89, 67.89, 68.42, 67.56, 67.09, 67.52, 67.7, 68.05, 67.77, 68.39, 68.43, 68.2, 68.71, 68.05, 68.22]",0.0093,2025-07-19T00:10:01.768612
O008065,H08065,HotelDirect,Double,95.04,285.12,93.44,0.92,0.195,Free,False,True,"Late checkout, Free parking",3,99.67,2.25,"[96.76, 97.19, 98.81, 99.93, 99.54, 100.47, 100.44, 100.36, 100.05, 100.9, 98.13, 101.56, 99.33, 100.19, 100.22, 100.58, 99.69, 101.7, 101.89, 100.54, 100.61, 99.54, 97.7, 96.04]",0.0156,2025-07-19T00:10:01.768612
O008066,H08066,Expedia,Family,100.98,403.92,96.87,2.43,0.102,Free,False,True,,4,99.15,1.39,"[100.04, 101.41, 101.37, 101.1, 100.16, 99.25, 99.56, 99.31, 99.55, 99.53, 98.4, 98.82, 97.87, 97.47, 97.91, 97.49, 97.13, 97.49, 98.77, 99.55, 98.94, 99.69, 99.68, 99.14]",0.0081,2025-07-19T00:10:01.768612
O008067,H08067,HRS,Executive,118.08,590.4,117.41,1.31,0.132,Free,True,True,,5,118.81,9.36,"[114.57, 112.72, 114.24, 114.91, 118.89, 118.06, 119.68, 119.59, 119.0, 118.26, 114.79, 116.51, 117.43, 116.94, 118.06, 119.67, 120.84, 121.74, 123.61, 123.64, 122.82, 122.23, 122.3, 120.81]",0.0162,2025-07-19T00:10:01.768612
O008068,H08068,Booking.com,Single,90.0,270.0,90.28,2.14,0.142,Non-refundable,False,False,Airport shuttle,3,86.62,7.0,"[89.21, 87.62, 84.22, 84.87, 87.03, 87.71, 86.99, 91.01, 93.65, 91.53, 87.31, 88.18, 86.36, 86.92, 85.8, 86.39, 84.92, 86.16, 84.03, 84.0, 84.58, 82.76, 85.06, 82.69]",0.0203,2025-07-19T00:10:01.768612
O008069,H08069,Travelocity,Family,56.13,56.13,56.11,1.87,0.1,Free,True,True,,1,54.13,0.49,"[54.62, 53.9, 53.38, 53.88, 53.89, 53.62, 54.9, 52.92, 53.79, 54.2, 54.31, 55.01, 55.2, 54.92, 53.73, 54.57, 55.28, 54.73, 55.01, 53.87, 53.52, 53.46, 53.59, 52.83]",0.0156,2025-07-19T00:10:01.768612
O008070,H08070,Getaroom,Twin,253.26,506.52,253.17,0.89,0.132,Non-refundable,True,True,Spa discount,2,263.89,18.1,"[258.18, 258.75, 261.83, 262.58, 260.73, 260.04, 263.45, 260.37, 258.66, 256.86, 258.73, 264.31, 264.12, 262.3, 265.5, 264.89, 270.19, 267.5, 267.33, 270.73, 268.99, 267.91, 268.86, 270.51]",0.0108,2025-07-19T00:10:01.768612
O008071,H08071,Agoda,Double,85.5,342.0,88.28,1.95,0.164,Free,True,True,Airport shuttle,4,87.13,2.7,"[85.14, 85.79, 87.2, 88.0, 88.6, 88.86, 89.29, 89.2, 89.98, 88.8, 88.08, 88.27, 88.44, 86.74, 85.82, 84.94, 86.86, 85.96, 85.6, 83.8, 84.67, 85.89, 87.6, 87.5]",0.0133,2025-07-19T00:10:01.768612
O008072,H08072,Booking.com,Family,66.0,198.0,65.1,1.01,0.198,Free,False,True,,3,66.33,0.54,"[66.37, 65.99, 66.3, 66.23, 65.88, 66.17, 66.15, 65.89, 65.41, 65.49, 64.73, 65.19, 65.53, 66.1, 66.7, 66.77, 67.31, 67.42, 67.31, 67.27, 66.99, 67.11, 67.32, 66.27]",0.0059,2025-07-19T00:10:01.768612
O008073,H08073,HRS,Single,143.85,431.55,144.33,2.18,0.125,Free,False,True,Spa discount,3,144.52,2.33,"[145.11, 144.11, 142.98, 142.34, 143.14, 144.01, 144.26, 145.04, 142.95, 141.87, 141.61, 142.75, 143.67, 144.81, 145.61, 145.88, 146.52, 145.49, 145.84, 145.95, 146.06, 147.1, 145.47, 146.02]",0.0074,2025-07-19T00:10:01.768612
O008074,H08074,Otel.com,Deluxe,130.9,654.5,129.46,1.05,0.154,Non-refundable,True,False,,5,130.61,10.47,"[131.56, 131.63, 131.02, 133.19, 132.47, 133.65, 131.1, 135.31, 133.2, 133.37, 131.66, 132.21, 131.15, 129.32, 128.67, 128.97, 130.75, 132.33, 133.65, 129.41, 129.14, 126.89, 122.92, 121.0]",0.0162,2025-07-19T00:10:01.768612
O008075,H08075,Agoda,Single,171.0,171.0,171.53,1.6,0.136,Partial,False,True,Room upgrade,1,167.59,11.35,"[165.06, 167.91, 169.67, 174.34, 168.06, 166.02, 171.91, 173.82, 159.74, 161.85, 166.35, 170.02, 173.32, 167.39, 165.54, 166.66, 165.83, 169.46, 165.5, 166.33, 166.3, 167.2, 166.36, 167.48]",0.0242,2025-07-19T00:10:01.768612
O008076,H08076,Travelocity,Family,100.09,400.36,102.33,1.96,0.113,Free,True,False,"Room upgrade, Airport shuttle",4,100.87,7.18,"[98.85, 99.92, 101.09, 102.51, 102.34, 99.38, 102.66, 106.25, 103.25, 103.04, 103.23, 103.46, 103.14, 104.62, 100.58, 101.5, 100.29, 100.4, 99.63, 97.86, 98.69, 96.8, 96.4, 95.1]",0.0225,2025-07-19T00:10:01.768612
O008077,H08077,Orbitz,Single,136.9,547.6,137.79,2.01,0.148,Partial,True,False,"Spa discount, Mobile exclusive",4,137.32,7.87,"[137.64, 140.39, 137.47, 138.32, 140.7, 141.33, 140.66, 140.57, 136.51, 135.49, 136.38, 135.15, 135.02, 133.61, 129.46, 132.83, 137.7, 140.63, 139.16, 137.17, 137.28, 137.52, 135.94, 138.79]",0.0182,2025-07-19T00:10:01.768612
O008078,H08078,Venere,Deluxe,72.23,72.23,73.81,2.16,0.183,Free,False,True,Mobile exclusive,1,74.26,4.16,"[73.59, 73.95, 75.51, 74.89, 75.26, 75.64, 77.12, 77.45, 76.46, 76.19, 75.98, 76.41, 75.67, 75.02, 74.75, 74.54, 73.44, 71.5, 71.85, 70.37, 71.46, 71.5, 71.98, 71.57]",0.0148,2025-07-19T00:10:01.768612
O008079,H08079,Travelocity,Family,132.06,132.06,132.96,2.09,0.119,Free,True,True,,1,130.2,0.75,"[131.36, 131.02, 131.13, 130.9, 131.58, 131.38, 130.65, 131.06, 129.47, 129.35, 129.29, 129.27, 128.91, 129.1, 129.16, 130.39, 130.93, 131.13, 130.41, 129.95, 129.76, 129.5, 129.12, 129.95]",0.0057,2025-07-19T00:10:01.768612
O008080,H08080,Travelocity,Single,68.22,136.44,68.94,2.87,0.168,Free,True,True,Free breakfast,2,69.69,2.14,"[68.23, 68.74, 68.34, 67.61, 67.55, 67.68, 67.47, 67.23, 69.05, 68.85, 70.71, 70.77, 71.13, 70.43, 70.16, 70.25, 70.98, 70.86, 70.07, 70.89, 71.4, 71.07, 71.55, 71.45]",0.0114,2025-07-19T00:10:01.768612
O008081,H08081,Expedia,Double,367.2,2203.2,372.72,1.61,0.102,Free,False,False,"Late checkout, Spa discount",6,391.84,99.48,"[370.45, 372.38, 373.16, 381.24, 383.08, 384.66, 386.25, 391.68, 391.93, 388.81, 398.46, 401.28, 392.27, 394.55, 394.21, 396.91, 399.7, 403.39, 405.82, 403.46, 405.05, 398.29, 394.52, 392.61]",0.0121,2025-07-19T00:10:01.768612
O008082,H08082,Booking.com,Single,360.0,360.0,356.07,0.53,0.191,Non-refundable,True,True,,1,363.22,13.27,"[360.23, 357.22, 358.17, 358.03, 358.88, 363.53, 363.25, 361.05, 362.73, 366.43, 364.52, 366.3, 369.69, 367.54, 369.46, 369.09, 365.42, 363.7, 364.23, 365.35, 362.26, 360.0, 360.15, 359.98]",0.0064,2025-07-19T00:10:01.768612
O008083,H08083,Expedia,Deluxe,131.27,262.54,133.33,0.91,0.113,Partial,False,False,,2,130.06,2.63,"[131.21, 131.58, 131.92, 132.88, 132.34, 131.22, 130.58, 128.14, 130.1, 130.51, 130.65, 128.71, 126.27, 128.92, 129.75, 130.43, 130.37, 127.44, 128.18, 129.78, 128.08, 129.56, 130.82, 132.06]",0.012,2025-07-19T00:10:01.768612
O008084,H08084,Getaroom,Single,267.21,1870.47,259.93,1.91,0.141,Free,False,True,Pay at hotel,7,238.12,132.02,"[266.93, 259.19, 251.55, 248.11, 243.39, 241.52, 237.62, 238.96, 243.13, 250.84, 237.88, 233.6, 236.09, 235.96, 240.45, 228.69, 221.38, 229.43, 228.81, 219.34, 220.53, 226.03, 235.2, 240.24]",0.023,2025-07-19T00:10:01.768612
O008085,H08085,Agoda,Single,94.05,188.1,95.73,0.77,0.107,Free,True,True,,2,94.69,0.74,"[93.78, 94.16, 94.01, 93.86, 94.18, 94.07, 94.35, 93.14, 92.88, 93.89, 94.38, 94.91, 95.29, 95.56, 94.97, 94.89, 95.11, 95.99, 94.69, 95.73, 96.09, 95.84, 95.29, 95.43]",0.006,2025-07-19T00:10:01.768612
O008086,H08086,Lastminute.com,Deluxe,45.53,136.59,46.19,1.7,0.149,Non-refundable,False,True,Free WiFi,3,44.42,0.67,"[45.92, 45.1, 45.61, 45.2, 45.42, 44.78, 44.55, 44.26, 43.5, 43.25, 42.86, 43.32, 43.44, 43.66, 43.73, 44.96, 44.35, 43.72, 43.97, 45.01, 45.04, 44.6, 45.11, 44.67]",0.0168,2025-07-19T00:10:01.768612
O008087,H08087,HRS,Family,168.05,336.1,172.05,2.7,0.132,Partial,False,False,Free cancellation,2,177.2,37.42,"[170.91, 172.84, 172.74, 169.9, 168.08, 167.14, 167.12, 169.99, 171.5, 176.8, 177.65, 178.64, 179.65, 179.54, 178.53, 181.23, 183.01, 184.02, 182.13, 181.87, 183.67, 184.41, 185.44, 185.89]",0.0128,2025-07-19T00:10:01.768612
