offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,partner_marketing_budget,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O007656,H07656,HotelDirect,Twin,87.12,522.72,89.48,2.61,0.137,28271.71,Free,False,False,,6,85.65,0.96,"[84.79, 86.63, 86.36, 85.1, 84.7, 86.61, 87.18, 87.12, 86.82, 85.11, 83.88, 83.93, 85.36, 84.79, 86.34, 85.87, 85.23, 85.2, 85.1, 87.25, 86.44, 85.47, 84.51, 85.84]",0.0152,2025-07-31T21:39:29.139632
O007657,H07657,Otel.com,Executive,278.69,278.69,283.84,2.56,0.13,4482.25,Free,True,True,,1,285.76,27.5,"[288.77, 288.92, 291.47, 292.09, 285.56, 282.22, 284.63, 290.67, 286.11, 286.63, 286.05, 283.24, 285.1, 287.73, 289.29, 289.0, 284.54, 285.19, 291.9, 289.87, 285.73, 279.89, 274.36, 269.18]",0.0183,2025-07-31T21:39:29.139632
O007658,H07658,Venere,Suite,566.42,2265.68,564.21,2.65,0.151,11701.45,Non-refundable,True,False,Free WiFi,4,580.55,142.07,"[568.96, 575.75, 575.18, 568.08, 571.71, 561.38, 551.37, 576.09, 570.3, 568.74, 576.4, 578.2, 582.89, 587.41, 583.83, 591.79, 594.84, 595.68, 593.35, 593.62, 593.22, 593.76, 589.99, 590.65]",0.0127,2025-07-31T21:39:29.139632
O007659,H07659,Kayak,Double,99.15,198.3,98.78,0.87,0.087,69914.42,Free,False,False,,2,102.09,8.97,"[99.13, 97.6, 98.07, 100.17, 99.27, 101.76, 101.88, 103.29, 99.3, 98.39, 99.02, 99.93, 103.17, 104.56, 106.89, 108.12, 107.7, 104.48, 105.77, 103.53, 102.36, 102.29, 102.67, 100.93]",0.0198,2025-07-31T21:39:29.139632
O007660,H07660,Venere,Deluxe,102.52,307.56,101.31,2.85,0.156,10513.26,Partial,False,False,,3,100.14,9.11,"[99.24, 100.41, 103.41, 101.6, 101.35, 102.7, 104.06, 103.57, 105.28, 102.07, 101.79, 100.26, 103.89, 100.77, 101.81, 95.35, 96.02, 98.14, 99.21, 98.19, 95.99, 95.12, 97.61, 95.44]",0.0192,2025-07-31T21:39:29.139632
O007661,H07661,Getaroom,Deluxe,519.9,1559.7,523.43,3.57,0.087,3016.73,Partial,False,True,Pay at hotel,3,530.99,716.79,"[524.75, 510.4, 523.68, 497.61, 503.13, 499.07, 486.08, 492.61, 516.89, 509.74, 518.29, 517.35, 533.12, 533.72, 548.68, 550.25, 537.0, 530.87, 564.06, 567.02, 577.03, 564.97, 573.19, 564.3]",0.0235,2025-07-31T21:39:29.139632
O007662,H07662,Travelocity,Executive,194.18,388.36,196.33,3.48,0.165,25399.58,Free,True,False,Mobile exclusive,2,188.77,87.56,"[196.01, 197.07, 193.73, 193.08, 188.06, 183.26, 184.89, 180.25, 173.6, 169.3, 170.74, 177.84, 181.59, 182.6, 193.07, 196.13, 196.09, 205.98, 198.62, 192.95, 195.58, 191.95, 197.7, 190.35]",0.0218,2025-07-31T21:39:29.139632
O007663,H07663,Venere,Deluxe,312.88,312.88,302.06,1.65,0.149,19896.98,Free,False,True,,1,316.17,5.7,"[314.66, 315.38, 316.34, 317.5, 315.06, 312.25, 315.22, 316.64, 318.66, 320.3, 320.43, 318.69, 320.21, 319.31, 316.02, 315.34, 317.43, 314.99, 315.05, 315.58, 312.73, 313.77, 314.07, 312.55]",0.006,2025-07-31T21:39:29.139632
O007664,H07664,HotelDirect,Family,221.76,443.52,217.06,2.77,0.18,10811.22,Free,True,False,Pay at hotel,2,234.79,40.7,"[219.53, 224.91, 228.34, 222.88, 227.76, 228.52, 234.56, 237.5, 238.54, 238.42, 240.93, 238.53, 238.44, 241.43, 244.06, 241.17, 239.17, 238.34, 238.58, 240.18, 235.35, 235.13, 229.82, 232.81]",0.0126,2025-07-31T21:39:29.139632
O007665,H07665,Hotels.com,Suite,529.2,1587.6,530.0,2.83,0.2,47451.54,Non-refundable,True,False,"Free parking, Mobile exclusive",3,523.01,36.9,"[527.9, 524.57, 528.4, 529.21, 529.98, 529.19, 533.79, 532.55, 529.98, 528.92, 523.19, 520.72, 519.14, 519.72, 518.96, 522.71, 521.5, 518.02, 516.86, 517.3, 516.25, 514.89, 512.7, 515.85]",0.0054,2025-07-31T21:39:29.139632
O007666,H07666,Venere,Family,53.47,160.41,51.94,1.96,0.166,3113.28,Free,True,True,,3,54.06,1.55,"[54.27, 53.72, 52.56, 52.63, 52.41, 52.47, 52.85, 53.0, 52.66, 53.61, 52.34, 53.75, 54.59, 53.7, 54.52, 55.61, 56.4, 55.54, 55.58, 55.45, 55.7, 55.29, 54.03, 54.74]",0.0115,2025-07-31T21:39:29.139632
O007667,H07667,Booking.com,Suite,270.0,540.0,270.01,2.84,0.121,103595.59,Partial,False,False,"Kids stay free, Late checkout",2,266.86,2.28,"[268.43, 267.77, 266.66, 267.19, 267.55, 267.34, 266.77, 265.44, 264.77, 263.57, 264.32, 264.44, 265.49, 268.15, 268.28, 268.73, 267.27, 266.2, 266.66, 268.08, 269.64, 267.67, 266.27, 267.91]",0.005,2025-07-31T21:39:29.139632
O007668,H07668,Getaroom,Double,92.23,276.69,92.68,2.02,0.161,4332.45,Free,False,False,Kids stay free,3,93.92,0.69,"[93.28, 92.47, 93.74, 93.68, 94.15, 93.42, 94.09, 95.43, 94.99, 94.98, 94.55, 93.29, 91.95, 93.28, 93.43, 92.98, 93.78, 93.86, 94.75, 93.59, 94.84, 94.81, 94.6, 94.04]",0.0082,2025-07-31T21:39:29.139632
O007669,H07669,HotelDirect,Executive,158.4,792.0,160.43,1.04,0.143,10315.65,Non-refundable,False,True,,5,148.33,26.32,"[159.93, 163.36, 152.85, 147.5, 147.33, 150.09, 153.53, 150.2, 148.86, 141.57, 144.3, 145.38, 145.9, 143.18, 142.71, 146.14, 147.77, 147.46, 149.88, 147.76, 150.42, 148.46, 144.13, 141.26]",0.0222,2025-07-31T21:39:29.139632
O007670,H07670,Agoda,Double,62.7,62.7,61.82,2.11,0.144,55481.71,Free,True,False,,1,62.77,4.08,"[63.48, 63.34, 62.71, 61.94, 59.89, 60.42, 61.0, 60.52, 60.49, 60.38, 59.96, 60.65, 60.94, 62.5, 63.31, 64.06, 65.75, 64.5, 64.9, 65.59, 64.69, 64.61, 65.57, 65.33]",0.0123,2025-07-31T21:39:29.139632
O007671,H07671,Lastminute.com,Single,454.77,454.77,452.52,1.53,0.158,4231.36,Free,False,True,Free WiFi,1,465.77,229.41,"[446.5, 457.55, 452.02, 447.87, 453.47, 453.65, 449.71, 450.8, 453.79, 455.09, 454.63, 460.48, 459.78, 462.89, 473.05, 489.77, 491.92, 489.3, 489.59, 483.66, 483.9, 480.34, 468.36, 470.39]",0.0127,2025-07-31T21:39:29.139632
O007672,H07672,Travelocity,Suite,107.5,322.5,105.98,0.85,0.085,31077.31,Partial,False,True,Free parking,3,104.1,1.33,"[107.01, 106.95, 105.68, 105.02, 103.58, 103.11, 102.99, 103.75, 103.97, 104.15, 104.54, 104.75, 103.58, 103.22, 104.01, 103.64, 105.08, 103.9, 103.03, 102.86, 102.99, 102.62, 103.53, 104.44]",0.0072,2025-07-31T21:39:29.139632
O007673,H07673,Expedia,Twin,100.98,100.98,100.08,0.74,0.128,178407.95,Free,True,False,Pay at hotel,1,101.18,2.55,"[100.93, 99.98, 100.62, 100.12, 99.18, 100.53, 99.8, 99.27, 99.73, 100.31, 100.47, 100.01, 101.23, 101.64, 101.36, 100.57, 102.09, 101.09, 104.84, 105.17, 103.98, 102.64, 102.56, 100.26]",0.011,2025-07-31T21:39:29.139632
O007674,H07674,Hotwire,Double,76.38,76.38,75.45,2.94,0.162,1966.09,Non-refundable,True,True,Free cancellation,1,76.67,0.29,"[75.43, 75.75, 76.25, 76.4, 76.79, 76.78, 76.49, 76.57, 76.61, 77.01, 77.33, 78.18, 77.53, 76.92, 76.73, 76.87, 76.82, 77.08, 76.53, 76.54, 76.28, 76.6, 76.42, 76.18]",0.0061,2025-07-31T21:39:29.139632
O007675,H07675,Booking.com,Executive,26.4,26.4,27.27,1.43,0.199,192483.25,Non-refundable,False,False,"Spa discount, Late checkout",1,25.92,0.73,"[26.13, 26.2, 26.44, 26.94, 26.85, 26.73, 26.63, 26.67, 27.11, 26.4, 25.7, 25.79, 25.78, 26.02, 26.79, 26.61, 25.74, 25.28, 24.89, 25.32, 24.01, 24.26, 24.62, 25.16]",0.0184,2025-07-31T21:39:29.139632
O007676,H07676,Agoda,Suite,102.6,102.6,104.64,2.4,0.112,86127.56,Partial,False,True,,1,103.47,1.22,"[103.41, 104.06, 104.69, 104.01, 103.47, 103.6, 103.76, 104.66, 103.39, 104.67, 104.59, 105.29, 104.15, 103.24, 102.29, 102.02, 102.11, 102.94, 104.15, 104.41, 103.4, 102.75, 101.2, 100.95]",0.0114,2025-07-31T21:39:29.139632
O007677,H07677,Booking.com,Deluxe,108.0,324.0,109.66,2.76,0.131,96321.78,Free,True,True,Mobile exclusive,3,103.16,14.34,"[108.41, 109.87, 108.6, 105.6, 104.14, 103.6, 102.58, 104.0, 104.6, 103.76, 104.14, 106.61, 105.84, 106.84, 104.69, 102.53, 102.31, 99.29, 97.91, 100.36, 99.79, 99.26, 95.61, 95.38]",0.0191,2025-07-31T21:39:29.139632
O007678,H07678,Lastminute.com,Family,393.46,2754.22,392.34,3.56,0.112,7435.93,Free,True,False,,7,438.86,145.27,"[408.25, 416.54, 426.31, 432.68, 439.95, 438.94, 439.69, 439.54, 436.99, 441.59, 427.92, 429.1, 425.06, 439.38, 450.96, 458.04, 457.02, 452.57, 453.38, 446.17, 449.72, 441.98, 442.34, 438.5]",0.0236,2025-07-31T21:39:29.139632
O007679,H07679,Lastminute.com,Deluxe,190.6,571.8,193.35,1.19,0.11,4065.42,Free,False,True,Room upgrade,3,187.21,5.5,"[190.91, 190.03, 188.31, 187.76, 184.02, 185.06, 182.87, 184.11, 187.13, 187.84, 188.75, 186.17, 186.09, 186.49, 187.51, 186.59, 186.24, 186.68, 186.07, 183.6, 189.03, 188.8, 192.34, 190.64]",0.0105,2025-07-31T21:39:29.139632
O007680,H07680,Expedia,Family,100.98,201.96,103.11,0.95,0.1,46464.1,Partial,False,False,Airport shuttle,2,100.05,0.76,"[100.12, 100.6, 99.73, 100.36, 101.06, 100.89, 101.41, 101.3, 101.09, 100.99, 100.66, 100.88, 99.88, 100.01, 100.4, 99.96, 99.32, 99.25, 99.06, 98.89, 98.86, 98.94, 98.77, 98.75]",0.0057,2025-07-31T21:39:29.139632
O007681,H07681,Lastminute.com,Suite,69.2,69.2,69.55,2.28,0.165,5740.64,Non-refundable,False,True,Late checkout,1,66.42,9.7,"[70.36, 68.0, 66.85, 69.12, 71.35, 71.55, 71.67, 71.32, 68.7, 67.39, 64.79, 63.95, 66.05, 66.89, 64.93, 64.11, 63.98, 64.76, 63.92, 62.48, 62.92, 64.02, 63.58, 61.35]",0.0235,2025-07-31T21:39:29.139632
O007682,H07682,Lastminute.com,Suite,199.35,199.35,196.07,2.4,0.169,8990.74,Partial,False,False,"Free cancellation, Free WiFi",1,197.11,2.05,"[198.56, 198.7, 198.63, 198.97, 195.23, 194.38, 197.08, 194.16, 196.63, 196.82, 196.79, 196.61, 196.92, 197.33, 198.03, 199.44, 199.21, 198.07, 197.01, 196.09, 196.3, 197.33, 194.9, 197.46]",0.0081,2025-07-31T21:39:29.139632
O007683,H07683,Agoda,Suite,342.0,342.0,345.11,2.01,0.099,72226.02,Free,True,False,,1,350.57,90.27,"[349.05, 350.32, 343.94, 348.12, 342.72, 344.22, 341.91, 349.59, 357.63, 362.42, 364.36, 360.92, 360.53, 357.86, 349.32, 353.19, 357.52, 362.52, 359.86, 355.45, 341.05, 336.7, 335.92, 328.45]",0.0157,2025-07-31T21:39:29.139632
O007684,H07684,Orbitz,Executive,284.5,853.5,275.34,2.1,0.085,46169.13,Free,True,True,,3,281.33,52.44,"[285.89, 285.3, 290.29, 287.46, 290.89, 285.29, 285.54, 282.54, 282.56, 286.33, 288.26, 290.33, 287.5, 284.84, 283.34, 280.58, 272.54, 273.65, 274.64, 272.49, 272.42, 271.9, 271.83, 265.54]",0.0129,2025-07-31T21:39:29.139632
O007685,H07685,Agoda,Executive,478.8,478.8,478.17,1.24,0.089,106420.75,Non-refundable,False,True,Spa discount,1,482.93,9.69,"[480.8, 488.53, 484.54, 481.77, 486.32, 485.39, 480.0, 485.57, 485.72, 482.13, 476.36, 480.95, 480.8, 476.93, 481.18, 478.52, 485.5, 482.3, 485.32, 481.94, 486.89, 484.54, 485.89, 482.37]",0.0102,2025-07-31T21:39:29.139632
O007686,H07686,Hotels.com,Executive,97.02,97.02,94.6,2.02,0.179,114582.64,Non-refundable,False,False,Mobile exclusive,1,95.27,1.2,"[96.34, 96.39, 94.55, 94.36, 93.23, 94.4, 93.75, 93.67, 93.74, 93.56, 94.42, 95.4, 95.74, 95.74, 96.49, 96.04, 96.09, 96.25, 96.22, 96.72, 96.39, 96.18, 95.52, 95.37]",0.0076,2025-07-31T21:39:29.139632
O007687,H07687,HRS,Deluxe,221.64,221.64,224.58,3.12,0.125,8125.37,Free,True,False,"Free cancellation, Late checkout",1,221.18,8.95,"[219.52, 223.05, 223.39, 223.88, 225.33, 225.61, 227.04, 225.86, 224.28, 219.48, 218.16, 221.0, 221.15, 219.55, 217.55, 220.6, 220.71, 219.92, 219.61, 216.5, 216.17, 217.48, 221.77, 220.8]",0.0085,2025-07-31T21:39:29.139632
O007688,H07688,Agoda,Deluxe,141.07,282.14,143.01,1.14,0.111,37803.3,Non-refundable,True,False,Free breakfast,2,134.42,46.06,"[140.94, 143.34, 138.71, 139.06, 139.52, 137.23, 135.72, 134.8, 143.06, 142.22, 137.18, 139.38, 134.25, 135.76, 134.89, 133.27, 135.08, 134.58, 128.02, 128.5, 130.47, 123.15, 120.73, 116.26]",0.0218,2025-07-31T21:39:29.139632
O007689,H07689,Kayak,Deluxe,136.16,953.12,136.37,2.21,0.156,76154.06,Free,False,True,"Free WiFi, Kids stay free",7,128.27,26.62,"[134.9, 135.31, 134.56, 135.2, 132.03, 133.82, 135.76, 135.69, 131.44, 128.14, 128.51, 125.61, 126.19, 127.48, 127.37, 123.92, 126.22, 124.04, 123.58, 122.76, 121.74, 120.97, 120.97, 122.28]",0.0179,2025-07-31T21:39:29.139632
O007690,H07690,Kayak,Double,140.07,280.14,141.63,2.35,0.191,47633.73,Free,True,False,Late checkout,2,136.56,31.36,"[137.28, 137.25, 136.16, 127.65, 131.32, 129.36, 129.66, 132.79, 128.11, 129.73, 140.3, 138.94, 140.45, 137.16, 131.0, 137.03, 137.45, 139.92, 140.16, 135.36, 141.44, 144.65, 145.22, 149.04]",0.0236,2025-07-31T21:39:29.139632
O007691,H07691,Getaroom,Executive,138.64,415.92,137.69,2.77,0.169,1796.79,Free,True,False,"Free breakfast, Pay at hotel",3,135.53,3.09,"[137.63, 139.31, 137.12, 138.48, 137.8, 137.82, 137.46, 136.59, 134.09, 135.04, 135.45, 134.7, 134.25, 135.03, 134.71, 133.3, 133.53, 134.91, 134.17, 134.38, 132.69, 134.1, 135.54, 134.62]",0.0099,2025-07-31T21:39:29.139632
O007692,H07692,Hotwire,Deluxe,354.5,354.5,355.68,1.66,0.184,999.19,Free,True,False,Pay at hotel,1,355.26,153.9,"[355.71, 351.54, 352.88, 371.35, 388.28, 385.53, 371.99, 363.24, 353.41, 356.97, 355.76, 354.86, 347.32, 352.1, 346.28, 342.23, 336.52, 344.29, 351.98, 349.28, 348.14, 349.71, 343.84, 352.98]",0.0225,2025-07-31T21:39:29.139632
O007693,H07693,Venere,Single,177.39,354.78,175.97,0.64,0.195,10602.37,Free,True,False,"Mobile exclusive, Airport shuttle",2,181.04,21.18,"[185.27, 187.02, 185.18, 186.89, 182.7, 185.53, 185.1, 185.43, 174.99, 175.94, 177.08, 182.64, 180.69, 178.53, 175.81, 174.48, 175.54, 181.84, 182.12, 178.58, 174.44, 175.48, 184.96, 188.73]",0.0236,2025-07-31T21:39:29.139632
O007694,H07694,HRS,Family,167.48,502.44,170.93,3.4,0.081,6727.03,Non-refundable,False,True,Mobile exclusive,3,170.74,13.47,"[165.18, 166.2, 169.86, 171.16, 172.52, 172.77, 171.94, 175.64, 174.91, 173.85, 177.11, 173.42, 170.08, 172.94, 172.41, 169.57, 175.25, 169.23, 167.42, 170.23, 170.25, 169.87, 163.05, 163.02]",0.0238,2025-07-31T21:39:29.139632
O007695,H07695,Otel.com,Double,333.35,1666.75,323.01,1.31,0.167,2821.36,Free,True,False,"Free breakfast, Pay at hotel",5,329.16,130.24,"[337.05, 353.1, 344.31, 346.35, 343.95, 333.3, 325.78, 327.64, 325.52, 320.56, 336.44, 343.92, 340.67, 327.53, 321.9, 320.04, 322.46, 310.83, 311.94, 321.88, 323.29, 312.56, 323.62, 325.26]",0.0178,2025-07-31T21:39:29.139632
O007696,H07696,HRS,Suite,282.42,282.42,281.27,0.74,0.137,8557.69,Non-refundable,True,True,,1,293.43,196.83,"[279.88, 272.25, 274.89, 274.43, 275.86, 285.33, 286.09, 277.67, 283.19, 292.19, 296.14, 296.53, 284.46, 291.84, 293.46, 294.54, 299.92, 314.75, 314.18, 311.83, 306.33, 313.27, 313.89, 309.52]",0.0212,2025-07-31T21:39:29.139632
O007697,H07697,HRS,Single,284.58,569.16,285.0,1.53,0.081,3860.88,Free,False,True,"Airport shuttle, Free breakfast",2,284.72,32.67,"[280.75, 284.8, 285.76, 287.35, 288.13, 288.63, 287.06, 282.88, 286.86, 287.26, 288.39, 289.7, 293.2, 297.11, 290.64, 285.49, 283.67, 284.99, 280.34, 278.31, 277.44, 273.92, 273.58, 277.04]",0.0105,2025-07-31T21:39:29.139632
O007698,H07698,Getaroom,Suite,548.51,1645.53,554.09,2.74,0.099,2893.51,Partial,False,False,,3,565.24,187.29,"[537.82, 555.2, 541.66, 551.09, 556.38, 558.19, 545.01, 553.26, 571.5, 572.61, 573.73, 574.16, 565.67, 572.32, 579.73, 581.39, 596.52, 563.78, 568.27, 573.33, 579.65, 555.48, 574.21, 564.92]",0.0203,2025-07-31T21:39:29.139632
O007699,H07699,Booking.com,Suite,270.0,1350.0,268.7,3.49,0.181,52884.02,Free,False,False,Kids stay free,5,273.05,215.35,"[276.27, 283.8, 268.78, 262.78, 262.1, 257.89, 261.77, 255.35, 263.87, 260.02, 263.96, 265.55, 265.67, 260.3, 254.91, 265.2, 270.53, 285.64, 287.93, 292.86, 290.36, 299.0, 299.39, 299.19]",0.0211,2025-07-31T21:39:29.139632
O007700,H07700,Kayak,Suite,97.6,195.2,98.73,1.79,0.142,47701.76,Non-refundable,True,False,Free WiFi,2,99.6,9.97,"[94.87, 96.13, 95.46, 96.02, 96.78, 95.95, 97.05, 98.64, 95.63, 96.19, 98.46, 99.33, 101.77, 103.08, 105.04, 103.91, 103.42, 101.8, 101.71, 102.64, 102.0, 102.03, 102.29, 100.2]",0.013,2025-07-31T21:39:29.139632
O007701,H07701,Expedia,Deluxe,100.98,201.96,94.61,0.71,0.136,116173.74,Free,False,True,,2,100.33,0.43,"[100.9, 101.0, 100.59, 100.7, 100.51, 100.59, 100.19, 100.78, 100.08, 99.62, 99.29, 99.67, 100.7, 101.33, 101.68, 101.51, 100.19, 100.17, 99.94, 100.02, 99.28, 99.62, 99.98, 99.63]",0.006,2025-07-31T21:39:29.139632
O007702,H07702,Booking.com,Family,360.0,720.0,355.53,1.02,0.092,141144.64,Free,True,True,Free cancellation,2,350.23,130.38,"[370.72, 363.51, 348.27, 346.93, 349.19, 363.46, 353.41, 350.04, 352.79, 342.91, 332.54, 332.53, 340.03, 353.2, 347.29, 350.63, 351.26, 355.44, 333.5, 337.96, 343.87, 346.68, 358.41, 380.97]",0.0226,2025-07-31T21:39:29.139632
O007703,H07703,Hotels.com,Family,352.8,705.6,361.76,2.42,0.149,69727.4,Free,False,False,Pay at hotel,2,347.35,25.27,"[351.11, 355.51, 354.6, 349.19, 347.92, 352.69, 350.41, 345.77, 342.99, 335.28, 339.77, 340.39, 345.87, 344.09, 342.44, 341.21, 345.38, 348.27, 351.83, 349.18, 352.04, 347.89, 350.09, 352.46]",0.0091,2025-07-31T21:39:29.139632
O007704,H07704,Priceline,Deluxe,331.2,662.4,337.33,1.27,0.146,35635.2,Free,True,False,,2,320.21,136.37,"[323.24, 312.77, 311.85, 314.25, 311.21, 304.95, 309.09, 320.89, 310.32, 322.29, 317.2, 321.02, 310.81, 313.46, 311.28, 309.2, 318.55, 314.71, 329.55, 337.4, 349.82, 342.77, 337.63, 330.83]",0.0216,2025-07-31T21:39:29.139632
O007705,H07705,Getaroom,Deluxe,182.97,365.94,184.85,2.16,0.178,3718.3,Free,False,True,Room upgrade,2,183.63,2.48,"[182.27, 182.87, 183.11, 184.25, 183.77, 183.59, 185.17, 184.64, 183.58, 186.9, 186.53, 185.73, 184.74, 182.86, 182.78, 181.53, 181.09, 181.15, 181.13, 182.47, 184.42, 183.62, 184.42, 184.62]",0.0073,2025-07-31T21:39:29.139632
O007706,H07706,Travelocity,Twin,49.71,49.71,49.32,1.42,0.131,13500.84,Partial,True,True,,1,48.8,2.86,"[48.7, 49.17, 49.92, 49.57, 48.92, 49.09, 50.39, 51.48, 50.57, 51.27, 50.85, 51.14, 49.66, 49.3, 49.09, 48.08, 47.72, 46.66, 46.37, 47.4, 46.64, 46.6, 46.98, 45.67]",0.0163,2025-07-31T21:39:29.139632
O007707,H07707,Priceline,Suite,193.75,387.5,189.41,2.87,0.191,57271.77,Partial,True,False,,2,198.73,54.66,"[190.91, 186.32, 187.9, 187.44, 186.62, 189.31, 193.04, 192.57, 195.23, 199.5, 201.17, 206.44, 206.39, 207.48, 202.69, 200.1, 204.78, 206.05, 205.25, 203.18, 205.69, 207.88, 204.2, 199.35]",0.0144,2025-07-31T21:39:29.139632
O007708,H07708,HotelDirect,Twin,332.64,997.92,333.47,0.83,0.106,26104.92,Free,False,True,,3,333.21,8.68,"[333.16, 337.41, 332.54, 330.57, 330.85, 331.82, 335.06, 329.63, 330.9, 331.15, 332.85, 338.42, 337.95, 334.68, 334.11, 335.76, 337.71, 334.79, 335.04, 333.87, 331.65, 331.22, 329.14, 326.79]",0.0088,2025-07-31T21:39:29.139632
O007709,H07709,Hotwire,Double,122.55,735.3,122.93,2.78,0.109,1229.01,Free,False,True,"Kids stay free, Room upgrade",6,123.41,1.33,"[122.65, 124.51, 124.65, 124.8, 124.05, 124.63, 123.78, 124.82, 125.05, 125.33, 124.91, 122.97, 122.26, 122.25, 121.93, 122.01, 122.34, 122.14, 122.09, 121.99, 123.3, 123.01, 122.86, 123.58]",0.0065,2025-07-31T21:39:29.139632
O007710,H07710,Hotwire,Deluxe,66.84,66.84,64.81,1.28,0.086,1791.47,Free,True,True,"Free parking, Kids stay free",1,67.51,1.5,"[67.23, 68.86, 67.02, 68.12, 68.41, 67.68, 68.63, 68.8, 68.96, 68.6, 68.17, 69.95, 68.63, 67.77, 67.79, 66.7, 67.04, 66.15, 66.01, 66.1, 65.97, 66.7, 65.99, 65.01]",0.0136,2025-07-31T21:39:29.139632
O007711,H07711,Orbitz,Executive,70.12,70.12,69.64,2.33,0.195,55378.02,Free,False,False,,1,68.5,2.86,"[68.78, 66.41, 64.77, 69.0, 70.34, 68.09, 68.67, 70.72, 69.24, 69.82, 67.73, 67.56, 68.42, 67.27, 68.27, 65.22, 66.44, 67.83, 69.9, 68.41, 68.3, 71.39, 70.56, 70.97]",0.0234,2025-07-31T21:39:29.139632
O007712,H07712,Booking.com,Family,128.7,386.1,128.0,1.15,0.159,126774.75,Partial,True,True,Free breakfast,3,134.88,16.86,"[130.44, 130.69, 128.02, 130.08, 131.52, 134.62, 134.57, 138.39, 141.24, 140.29, 139.95, 141.61, 143.41, 136.59, 135.18, 136.47, 133.08, 132.07, 134.31, 135.06, 133.47, 135.36, 129.92, 130.86]",0.0197,2025-07-31T21:39:29.139632
O007713,H07713,Venere,Family,150.34,300.68,149.52,1.84,0.097,6677.53,Partial,False,False,,2,151.74,2.29,"[153.51, 153.19, 151.72, 152.42, 152.73, 153.66, 153.52, 150.21, 149.76, 150.1, 150.67, 152.22, 154.37, 151.91, 150.79, 152.82, 153.3, 152.22, 150.01, 151.13, 151.58, 148.15, 149.98, 151.9]",0.0137,2025-07-31T21:39:29.139632
O007714,H07714,Expedia,Double,131.27,262.54,128.84,2.78,0.163,156464.91,Free,False,False,,2,134.98,8.87,"[133.38, 135.04, 133.04, 135.51, 137.49, 134.94, 131.54, 132.78, 132.58, 132.3, 131.19, 129.92, 131.02, 131.02, 136.77, 137.3, 138.95, 137.58, 138.25, 139.79, 135.66, 135.76, 137.64, 140.08]",0.0179,2025-07-31T21:39:29.139632
O007715,H07715,Travelocity,Executive,99.06,594.36,98.61,2.18,0.164,21244.19,Non-refundable,False,True,Late checkout,6,97.78,5.95,"[101.21, 102.45, 102.37, 98.99, 98.21, 97.56, 96.0, 97.48, 97.47, 96.34, 96.36, 97.79, 93.78, 94.17, 93.61, 95.55, 96.11, 95.4, 98.12, 99.06, 100.67, 99.24, 100.35, 98.39]",0.0161,2025-07-31T21:39:29.139632
O007716,H07716,Travelocity,Single,205.13,205.13,201.86,2.62,0.124,29475.06,Free,False,False,,1,224.11,44.59,"[211.13, 213.44, 216.77, 215.56, 219.53, 223.73, 228.67, 229.91, 230.2, 227.9, 224.75, 226.53, 230.94, 232.2, 236.44, 232.61, 225.73, 227.32, 221.27, 226.14, 223.32, 223.91, 217.5, 213.07]",0.0185,2025-07-31T21:39:29.139632
O007717,H07717,Venere,Executive,481.7,963.4,485.26,1.81,0.196,13955.22,Non-refundable,True,False,,2,483.24,123.65,"[479.8, 474.75, 484.14, 471.79, 467.25, 475.65, 467.85, 465.38, 474.25, 479.43, 482.92, 475.04, 481.53, 477.91, 485.92, 485.65, 486.98, 498.28, 502.6, 500.51, 503.59, 495.31, 497.47, 483.68]",0.0127,2025-07-31T21:39:29.139632
O007718,H07718,Lastminute.com,Double,23.74,23.74,23.1,0.9,0.085,3137.31,Free,True,True,,1,24.72,0.08,"[24.15, 24.27, 24.42, 24.9, 25.03, 25.19, 24.97, 24.98, 24.66, 24.7, 24.68, 24.22, 24.2, 24.86, 24.96, 24.68, 24.85, 24.93, 24.86, 24.75, 24.99, 24.67, 24.79, 24.47]",0.0153,2025-07-31T21:39:29.139632
O007719,H07719,Lastminute.com,Double,253.38,253.38,255.77,2.98,0.128,4747.26,Free,True,True,"Room upgrade, Kids stay free",1,264.54,27.32,"[255.03, 256.8, 259.45, 258.93, 260.5, 260.48, 262.36, 260.6, 260.92, 260.29, 260.86, 260.74, 265.11, 268.82, 267.44, 268.92, 269.54, 272.73, 272.49, 268.73, 267.97, 267.46, 270.06, 272.67]",0.0095,2025-07-31T21:39:29.139632
O007720,H07720,Hotels.com,Executive,264.6,264.6,253.98,2.58,0.181,49618.58,Free,True,True,,1,250.31,42.46,"[260.18, 260.01, 256.31, 247.33, 246.52, 241.49, 241.61, 249.13, 250.33, 246.24, 239.99, 246.14, 249.13, 249.1, 247.14, 253.76, 248.01, 246.71, 248.87, 247.54, 248.06, 256.28, 260.88, 266.68]",0.015,2025-07-31T21:39:29.139632
